,,Johnstons Point,,,,,,,,,,,
,Month,January,February,March,April,May,June,July,August,September,October,November,December
,Depth,,,Vertical,Vertical,Vertical,Vertical,Vertical,Vertical,Vertical,Vertical,Vertical,
,Sub-sample multiplier,,,8,16,50,50,25,100,16,16,2,
Amphipoda,Hyperiid,,,,,,,,,,,,
Amphipoda,Non hyperiid,,,,,,,,,,,,
Anomura,Indeterminate megalops,,,,,,,,,,,,
Anomura,Indeterminate zoea,,,,,,,1,,2,,,
Anomura,Pisidia longicornis megalops,,,,,,,,,,,,
Anomura,Pisidia longicornis zoea,,,,,,,,2,,,,
Anomura,Porcellana platycheles megalops,,,,,,,,,,,,
Anomura,Porcellana platycheles zoea,,,,,,,,,,,,
Anthozoa,Larvae,,,,2,,,,,,,,
Appendicularia,Fritillaria borealis,,,104,,,,50,200,,,6,
Appendicularia,Indeterminate doliolid,,,,,,,,,,,,
Appendicularia,Indeterminate larvacean,,,,,,,,,,,,
Appendicularia,Oikopleura spp.,,,88,16,950,1052,300,6100,256,128,14,
Appendicularia,Salpa fusiformis,,,,,,,,,,,,
Appendicularia,Indeterminate salp,,,,,,,,,,,,
Ascidiacea,Indeterminate larvae,,,,,,,,,,,,
Brachyura,Corystes cassivelaunus megalops,,,,,,,,,,,,
Brachyura,Corystes cassivelaunus zoea,,,,,,,,,,,,
Brachyura,Ebalia spp. megalops,,,,,,,,,,,,
Brachyura,Ebalia spp. zoea,,,,,,,,,,,,
Brachyura,Hyas spp. megalops,,,,,,,,,,,,
Brachyura,Hyas spp. Zoea,,,,,,,,,,,,
Brachyura,Indeterminate megalops,,,,,,,,,,,,
Brachyura,Indeterminate zoea,,,,,,,2,4,21,1,,
Bryozoa,Cyphonautes larvae,,,88,80,100,150,25,400,128,368,2,
Calanoida,Acartia clausi C6F,,,,,,,175,,,128,78,
Calanoida,Acartia clausi C6M,,,,,,,50,,,16,,
Calanoida,Acartia discaudata C6F,,,,,,,,,,,,
Calanoida,Acartia discaudata C6M,,,,,,,,,,,,
Calanoida,Acartia longiremis C6F,,,,,,,,,,,,
Calanoida,Acartia longiremis C6M,,,,,,,,,,,,
Calanoida,Acartia spp. C1,,,8,16,,50,50,1300,,,,
Calanoida,Acartia spp. C2,,,24,16,,50,50,500,,,,
Calanoida,Acartia spp. C3,,,,,,50,,400,,16,,
Calanoida,Acartia spp. C4,,,,,,,125,600,,,,
Calanoida,Acartia spp. C5,,,,16,,,25,400,80,,8,
Calanoida,Acartia spp. C6F,,,,,50,,,300,352,,,
Calanoida,Acartia spp. C6M,,,,,,,,,48,,,
Calanoida,Aetideus armatus C1-5,,,,,,,,,,,,
Calanoida,Aetideus armatus C6F,,,,,,,,,,,,
Calanoida,Aetideus armatus C6M,,,,,,,,,,,,
Calanoida,Anomalocera patersoni C1-5,,,,,,,,,,,,
Calanoida,Anomalocera patersoni C6F,,,,,,,,,,,,
Calanoida,Anomalocera patersoni C6M,,,,,,,,,,,,
Calanoida,Calanus finmarchicus C5,,,,136,,50,,7,,,8,
Calanoida,Calanus finmarchicus C6F,,,,48,100,50,,1,,,1,
Calanoida,Calanus finmarchicus C6M,,,,8,,,,3,,,,
Calanoida,Calanus helgolandicus C5,,,,,,,75,3,32,20,1,
Calanoida,Calanus helgolandicus C6F,,,,8,,,,,32,1,,
Calanoida,Calanus helgolandicus C6M,,,,,,,,,,,,
Calanoida,Calanus spp. C1,,,,,,150,,100,16,16,,
Calanoida,Calanus spp. C2,,,,,,200,,100,,16,,
Calanoida,Calanus spp. C3,,,,,50,50,25,,,16,,
Calanoida,Calanus spp. C4,,,,120,50,300,125,1,32,17,2,
Calanoida,Calocalanus spp. C1-5,,,,,,,,,,,,
Calanoida,Calocalanus spp. C6F,,,,,,,,,,,,
Calanoida,Calocalanus spp. C6M,,,,,,,,,,,,
Calanoida,Candacia armata C1-5,,,,,,,,,1,1,,
Calanoida,Candacia armata C6F,,,,,,,,,,,,
Calanoida,Candacia armata C6M,,,,,,,,,,,,
Calanoida,Centropages spp. C4,,,,,,,,,,,2,
Calanoida,Centropages spp. C5,,,,,,,,,,,,
Calanoida,Centropages hamatus C6F,,,,,,,,,,,,
Calanoida,Centropages hamatus C6M,,,,,,,25,1,,,2,
Calanoida,Centropages spp. C1,,,,,,,,,,,,
Calanoida,Centropages spp. C2,,,,16,,,,,,,,
Calanoida,Centropages spp. C3,,,,,50,,,,,,,
Calanoida,Centropages typicus C4,,,,,,,,,,,,
Calanoida,Centropages typicus C5,,,,,,,,,1,,,
Calanoida,Centropages typicus C6F,,,,,,,,,2,5,1,
Calanoida,Centropages typicus C6M,,,,,,,,,4,2,,
Calanoida,Clausocalanus spp. C1-5,,,,,,,,,,,,
Calanoida,Clausocalanus spp. C6F,,,8,,,,,,,,,
Calanoida,Clausocalanus spp. C6M,,,,,,,,,,,,
Calanoida,Diaixis hibernica C1-5,,,,,,,,,,,,
Calanoida,Diaixis hibernica C6F,,,,,,,,,,,,
Calanoida,Diaixis hibernica C6M,,,,,,,,,,,,
Calanoida,Eucalanus elongatus C1-5,,,,,,,,,,,,
Calanoida,Eucalanus elongatus C6F,,,,,,,,,,,,
Calanoida,Eucalanus elongatus C6M,,,,,,,,,,,,
Calanoida,Eurytemora affinis C1-5,,,,,,,,,,,,
Calanoida,Eurytemora affinis C6F,,,,,,,,,,,,
Calanoida,Eurytemora affinis C6M,,,,,,,,,16,,,
Calanoida,Indeterminate C1-5,,,64,,200,100,75,700,48,80,,
Calanoida,Indeterminate C6F,,,,,,,,,,,,
Calanoida,Indeterminate C6M,,,,,,,,,,,,
Calanoida,Isias clavipes C1-5,,,,,,,,,,,,
Calanoida,Isias clavipes C6F,,,,,,,,,,,,
Calanoida,Isias clavipes C6M,,,,,,,,,,,,
Calanoida,Metridia lucens C1-5,,,,,,,,,,,,
Calanoida,Metridia lucens C6F,,,,,,,,,,,,
Calanoida,Metridia lucens C6M,,,,,,,,,,,,
Calanoida,Microcalanus pusillus C1,,,24,64,,,,,,,,
Calanoida,Microcalanus pusillus C2,,,,48,,,,,,,,
Calanoida,Microcalanus pusillus C3,,,,32,,,200,,,,,
Calanoida,Microcalanus pusillus C4,,,,16,100,,200,,,,,
Calanoida,Microcalanus pusillus C5,,,16,,,50,,,,,,
Calanoida,Microcalanus pusillus C6F,,,,,,,,,,,,
Calanoida,Microcalanus pusillus C6M,,,,16,,50,,,,,,
Calanoida,Paracalanus parvus C1,,,,176,,50,,,,,,
Calanoida,Paracalanus parvus C2,,,,224,,,,,,,,
Calanoida,Paracalanus parvus C3,,,,176,,,,,,,,
Calanoida,Paracalanus parvus C4,,,,128,,50,,,,32,,
Calanoida,Paracalanus parvus C5,,,,48,,,,,36,80,26,
Calanoida,Paracalanus parvus C6F,,,,48,,,,,,112,6,
Calanoida,Paracalanus parvus C6M,,,,,50,,,,,48,2,
Calanoida,Paraeuchaeta norvegica C1-5,,,,,,,,,,,,
Calanoida,Paraeuchaeta norvegica C6F,,,,,,,,,,,,
Calanoida,Paraeuchaeta norvegica C6M,,,,,,,,,,,,
Calanoida,Parapontella brevicornis C1-5,,,,,,,,,,,,
Calanoida,Parapontella brevicornis C6F,,,,,,,,,,,,
Calanoida,Parapontella brevicornis C6M,,,,,,,,,,,,
Calanoida,Pseudocalanus minutus-elongatus C1,,,,16,100,700,150,100,,,,
Calanoida,Pseudocalanus minutus-elongatus C2,,,,144,100,550,175,,,16,,
Calanoida,Pseudocalanus minutus-elongatus C3,,,8,128,150,500,150,,16,,,
Calanoida,Pseudocalanus minutus-elongatus C4,,,8,560,200,300,175,1300,64,112,18,
Calanoida,Pseudocalanus minutus-elongatus C5,,,,160,200,350,150,300,16,512,,
Calanoida,Pseudocalanus minutus-elongatus C6F,,,,32,600,250,400,,96,160,,
Calanoida,Pseudocalanus minutus-elongatus C6M,,,,16,,200,50,,16,16,,
Calanoida,Pseudocyclopia minor C1-5,,,,,,,,,,,,
Calanoida,Pseudocyclopia minor C6F,,,,,,,,,,,,
Calanoida,Pseudocyclopia minor C6M,,,,,,,,,,,,
Calanoida,Pseudodiaptomus spp. C1-5,,,,,,,,,,,,
Calanoida,Pseudodiaptomus spp. C6F,,,,,,,,,,,,
Calanoida,Pseudodiaptomus spp. C6M,,,,,,,,,,,,
Calanoida,Rhincalanus nasutus C1-5,,,,,,,,,,,,
Calanoida,Rhincalanus nasutus C6F,,,,,,,,,,,,
Calanoida,Rhincalanus nasutus C6M,,,,,,,,,,,,
Calanoida,Scolecithricella minor C1-5,,,,,,,,,,,,
Calanoida,Scolecithricella minor C6F,,,,,,,,,,,,
Calanoida,Scolecithricella minor C6M,,,,,,,,,,,,
Calanoida,Subeucalanus crassus C1-5,,,,,,,,,,,,
Calanoida,Subeucalanus crassus C6F,,,,,,,,,,,,
Calanoida,Subeucalanus crassus C6M,,,,,,,,,,,,
Calanoida,Temora longicornis C1,,,,,,50,125,200,,,,
Calanoida,Temora longicornis C2,,,,,,50,50,300,,,,
Calanoida,Temora longicornis C3,,,,,,50,50,100,,,,
Calanoida,Temora longicornis C4,,,,,50,100,50,,16,,,
Calanoida,Temora longicornis C5,,,,,,,,,,16,,
Calanoida,Temora longicornis C6F,,,,32,,,,100,16,32,,
Calanoida,Temora longicornis C6M,,,,,50,50,50,,,32,,
Calanoida,Xanthocalanus spp. C1-5,,,,,,,,,,,,
Calanoida,Xanthocalanus spp. C6F,,,,,,,,,,,,
Calanoida,Xanthocalanus spp. C6M,,,,,,,,,,,,
Cephalochordata,Indeterminate amphioxid,,,,,,,,,,,,
Chaetognatha,Indeterminate,,,,,,,,,,,,
Chaetognatha,Parasagitta elegans,,,,,1,,,,,,,
Chaetognatha,Parasagitta setosa,,,,,,,,,,,,
Chaetognatha,Parasagitta spp.,,,,32,,1,,9,5,15,3,
Chaetognatha,Seratosagitta serratodentata,,,,,,,,,,,,
Cirripedia,Cyprid,,,,16,,,,,,,,
Cirripedia,Nauplius,,,192,128,,,25,100,,,,
Cladocera,Evadne nordmanni,,,16,,200,450,150,500,,,,
Cladocera,Podon/ Pleopsis spp.,,,,,50,,25,200,32,16,,
Cnidaeria,Remains,,,,,,,27,,,,,
Copepoda ,Caligidae lice.,,,,,,,,,,,,
Copepoda ,Indeterminate nauplii,,,2256,2480,8750,6850,6050,18700,32,16,,
Copepoda ,Parasitic copepods,,,,,,,,,,,,
Crustacea ,Indeterminate nauplii,,,,,,,,,,,,
Ctenophora,Beroe cucumis,,,,,,,,,,,,
Ctenophora,Pleurobrachia pileus,,,,,,,25,,2,,,
Ctenophora,Remains,,,,,,,,,1,,,
Cumacea,Indeterminate,,,,,,,,,,,,
Cyclopoida,Corycaeus spp.,,,,,,,,,16,,,
Cyclopoida,Indeterminate C1-5,,,,,,150,,,,,,
Cyclopoida,Indeterminate C6F,,,8,,,,,,,,,
Cyclopoida,Indeterminate C6M,,,,,,,,,,,,
Cyclopoida,Oithona spp. C1-5,,,200,400,250,,375,1700,,,18,
Cyclopoida,Oithona spp. C6F,,,16,16,50,,125,600,16,,2,
Cyclopoida,Oithona spp. C6M,,,8,,,,,,,16,,
Cyclopoida,Oncaea spp. ,,,8,,,,,,,,,
Cyclopoida,Clausidiidae spp.,,,,,100,,,,,,,
Decapoda,Indeterminate larvae,,,,,2,1,1,23,3,,,
Decapoda,Nephrops norvegicus larvae,,,,,,,,,,,,
Echinodermata ,Bipinnaria larvae (starfish),,,,,,,50,,,,,
Echinodermata ,Brachiolarian larvae (starfish),,,,,,,,202,,,,
Echinodermata ,Echinopluteus larvae (sea urchin),,,56,,,,1,202,,,,
Echinodermata ,Ophiopluteus larvae (brittle star),,,,,,150,50,200,,,,
Echinodermata ,Ophiuroidea juvenile (brittle star),,,,,,,,,,,,
Echinodermata ,Indeterminate larvae,,,,,,,25,,,,,
Eggs,Indeterminate,,,26,,6550,2150,2375,600,16,,,
Eggs,Fish,,,1,3,,1,27,1,,,,
Euphausiidae,Indeterminate calyptopi,,,,,,,,200,,,,
Euphausiidae ,Indeterminate adult,,,,,,,1,1,,1,,
Euphausiidae ,Indeterminate furcilia,,,,,,,,1,,,,
Euphausiidae ,Indeterminate nauplii,,,16,,,,,300,,,,
Euphausiidae ,Meganyctiphanes norvegica adult,,,,,,,,2,,,,
Euphausiidae ,Nyctiphanes couchii adult,,,,,,,,,,,,
Euphausiidae ,Thysanoessa inermis adult,,,,,,,,,,,,
Euphausiidae ,Thysanoessa longicaudata adult,,,,,,,,,,,,
Fish,Larvae,,,,,3,,,1,1,,,
Gastropoda,Indeterminate larvae,,,,16,,,100,604,34,32,,
Halacaridae,Indeterminate mites,,,,,,,,,,,,
Harpacticoida,Clytemnestra spp.,,,,,,,,,,,,
Harpacticoida,Euterpina acutifrons ,,,,,,,25,,,,,
Harpacticoida,Indeterminate,,,,144,,,25,,16,,,
Harpacticoida,Longipedia spp. ,,,,,,,,,,,,
Harpacticoida,Microsetella norvegica,,,96,32,,,25,,,,,
Harpacticoida,Microsetella rosea,,,,,,,,,,,,
Harpacticoida,Tigriopus spp.,,,,,,,,,,,,
Hydrozoa ,Actinula,,,,,3,,,,,,,
Hydrozoa ,Aequorea spp.,,,,,,,,,,,,
Hydrozoa ,Aglantha digitale,,,,,1,,,,,,,
Hydrozoa ,Amphinema spp.,,,,,,,,,,,,
Hydrozoa ,Bouganvillia spp.,,,,,,,,1,,,,
Hydrozoa ,Clytia hemisphaerica,,,,,,,4,,,,,
Hydrozoa ,Codonium proliferum,,,,,,,,,,,,
Hydrozoa ,Corymorpha nutans,,,,,,,,,,,,
Hydrozoa ,Coryne eximia,,,,,,,,1,,,,
Hydrozoa ,Cosmetira pilosella,,,,,,,,,,,,
Hydrozoa ,Euphysa spp.,,,,1,,,,3,,,,
Hydrozoa ,Eutima gracilis,,,,,,,,,,,,
Hydrozoa ,Hybocodon prolifer,,,,,21,8,,,,,,
Hydrozoa ,Indeterminate hydromedusa,,,16,16,1,150,9,1000,18,1,,
Hydrozoa ,Laodicea undulata,,,,,,,,,,,,
Hydrozoa ,Leuckartiara octona,,,,1,,,,,,,,
Hydrozoa ,Lizzia blondina,,,,,,,5,,1,,,
Hydrozoa ,Lovenella clausa,,,,,,,,,,,,
Hydrozoa ,Mitrocomella polyciademata,,,,,,,,,,,,
Hydrozoa ,Modeeria rotunda,,,,,,,,,,,,
Hydrozoa ,Obelia spp.,,,16,16,3,4,,3,4,3,,
Hydrozoa ,Phialella quadrata,,,,,,,,1,,,,
Hydrozoa ,Podocoryna borealis ,,,,,,,,,,,,
Hydrozoa ,Poroboscidactyla stellata,,,,,,,,,,,,
Hydrozoa ,Rathkea octopunctata,,,,,,,,,,,,
Hydrozoa ,Sarsia spp.,,,,,,,,,,,,
Hydrozoa ,Solmaris corona,,,,,,,,,,,,
Hydrozoa ,Slabberia halterata,,,,,,,,,,,,
Hydrozoa ,Stauridiosarsia gemmifera,,,,,,,,,,,,
Isopoda ,Freeswimming,,,,,,,25,,,,,
Isopoda ,Parasitic,,,,,,,,,1,,,
Mollusca,Bivalve larvae,,,,,250,,950,1000,32,32,,
Mollusca,Clione limacina,,,,,,,,,,,,
Mollusca,Lamellaria spp. larva,,,,,,,,,,,,
Mollusca,Limacina retroversa,,,,,,,,,,,,
Monstrilloida,Indeterminate C1-5,,,,,,,,,,,,
Monstrilloida,Indeterminate C6F,,,,,,,,,,,,
Monstrilloida,Indeterminate C6M,,,,,,,,,,,,
Mysida,Indeterminate,,,,,,,,,,,,
Nematoda ,Indeterminate,,,,16,,,25,,,,,
Nemertea,Larvae,,,,,,,,,,,,
Others,Indeterminate,,,,,,,,,,,,
Phoronida,Actinotroch larvae,,,,,,,,105,,1,,
Platyhelminth,Indeterminate,,,,,,,,,32,,,
Polychaeta,Indeterminate larvae,,,208,64,150,50,25,,1,1,,
Polychaeta,Indeterminate Juvenile,,,,48,,100,26,211,2,1,,
Polychaeta,Tomopteris spp.,,,,,,,12,1,,,,
Scyphozoa,Aurelia aurita,,,,,,,,,,,,
Scyphozoa,Aurelia spp. ephyra,,,,,,,,,,,,
Scyphozoa,Cyanea lamarckii,,,,,,,,,,,,
Scyphozoa,Cyanea capillata,,,,,,,,,,,,
Scyphozoa,Cyanea spp. adult,,,,,,,,,,,,
Scyphozoa,Cyanea spp. ephyra,,,,,,,,,,,,
Scyphozoa,Scyphozoa - ephyra ,,,,,,,,,,,,
Scyphozoa,Pelagia noctiluca,,,,,,,,,,,,
Siphonophora ,Agalma elegans,,,,,,,,,,,,
Siphonophora ,Indeterminate,,,,,,,25,,,,,
Siphonophora ,Muggiaea atlantica,,,,,,,,,,,,
Siphonophora ,Nanomia cara,,,,,,,1,,,,,
Individual Total in Sample,,0,0,3579,5975,19535,15667,13767,39994,1612,2134,200,0
Species Diversity in Sample,,0,0,27,48,35,41,61,57,45,40,19,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
